type ,abscissa,ordinate,color,value
polygons (15 sides),76.16691981,75.9361704,Grey,5
Pentagon ,76.18041653,15.91257375,Yellow,5
pentagon ,76.2431578,52.12368985,Neon Green,6
Clock (2:00),76.27129982,25.56954415,Pink,2
polygons (15 sides),76.35652215,10.41824113,Grey,5
banana,76.6667,75.2564,Yellow ,1
polygons (11 sides),76.69646563,50.49383056,Grey,22
Pentagon ,76.7318494,16.21684614,Yellow,5
banana,76.74568485,70.04405726,Blue,1
banana,76.74576122,71.97336009,Blue,1
polygons (11 sides),76.76591215,10.49699906,Grey,22
Clock (2:00),76.79113007,28.07200817,Pink,2
Pentagon ,76.82230426,15.59516532,Yellow,5
Clock (2:00),76.84069247,20.91854722,Pink,2
pentagon ,76.87808198,51.8675623,Neon Green,6
Clock (2:00),76.88857816,72.16547208,Pink,2
Pentagon ,76.94575724,15.85847833,Yellow,5
pentagon ,76.94850272,51.90751654,Neon Green,6
Clock (2:00),76.95325914,27.77061074,Pink,2
pentagon ,76.9954121,52.04552865,Neon Green,6
Clock (2:00),77.05224064,27.90563909,Pink,2
pentagon ,77.08333777,52.15779927,Neon Green,6
pentagon ,77.08448437,51.9671367,Neon Green,6
Clock (2:00),77.16362548,73.52371896,Pink,2
banana,77.20458932,69.31214977,Orange,1
Pentagon ,77.25265109,15.15151702,Yellow,5
pentagon ,77.25438834,51.46182482,Neon Green,6
pentagon ,77.31060048,51.74673004,Neon Green,6
polygons (15 sides),77.3178021,48.39834644,Grey,5
Pentagon ,77.33815817,15.89005466,Yellow,5
Pentagon ,77.34857166,15.77452924,Yellow,5
Pentagon ,77.39298249,63.37145906,Yellow,5
Pentagon ,77.41337528,15.22192798,Yellow,5
Pentagon ,77.49665175,14.94852356,Yellow,5
pentagon ,77.50090732,50.16698595,Neon Green,6
Pentagon ,77.54372007,15.25394915,Yellow,5
Pentagon ,77.57315269,14.78064583,Yellow,5
Pentagon ,77.58473984,15.83003939,Yellow,5
Pentagon ,77.60608655,15.16287254,Yellow,5
polygons (11 sides),77.62104913,10.49587423,Grey,22
Pentagon ,77.63465176,14.46185393,Yellow,5
pentagon ,77.68201632,51.16563781,Neon Green,6
banana,77.6923,71.4103,Yellow ,1
pentagon ,77.75641893,51.15177033,Neon Green,6
Clock (2:00),77.7815468,23.44721447,Pink,2
Pentagon ,77.86372643,14.61067765,Yellow,5
pentagon ,77.86405471,49.66254553,Neon Green,6
Pentagon ,77.89905795,51.82245833,Yellow,5
pentagon ,77.92604434,50.31866042,Neon Green,6
banana,77.93100493,68.69006188,Orange,1
pentagon ,77.95443505,50.47557897,Neon Green,6
Pentagon ,77.97261068,14.95569875,Yellow,5
polygons (15 sides),78.07942144,93.13331677,Grey,5
banana,78.09365907,77.75955818,Blue,1
Clock (2:00),78.12852205,23.13923184,Pink,2
banana,78.2051,10.641,Yellow ,1
banana,78.46460344,69.74930082,Blue,1
polygons (15 sides),78.61719534,52.57525731,Grey,5
polygons (11 sides),78.64248839,89.55120323,Grey,22
Pentagon ,78.75723614,53.33262001,Yellow,5
polygons (15 sides),78.77423904,35.48410121,Grey,5
Clock (2:00),78.78982525,25.59719335,Pink,2
Clock (2:00),79.00432686,10.62819777,Pink,2
Pentagon ,79.18678857,53.23479185,Yellow,5
Clock (2:00),79.20256268,92.40721563,Pink,2
Clock (2:00),79.22176444,22.09459148,Pink,2
Pentagon ,79.32607818,52.90039129,Yellow,5
polygons (15 sides),79.42838349,45.21079429,Grey,5
Pentagon ,79.47276157,63.40868612,Yellow,5
Pentagon ,79.48868442,53.65167426,Yellow,5
banana,79.70015835,20.74021837,Blue,1
banana,79.7436,66.7949,Yellow ,1
Clock (2:00),80.18002545,19.08884413,Pink,2
polygons (11 sides),80.24025095,70.35430896,Grey,22
Clock (2:00),80.31249138,76.51623895,Pink,2
Pentagon ,80.35770088,63.29543754,Yellow,5
polygons (11 sides),80.40023368,30.48500637,Grey,22
polygons (15 sides),80.47089432,49.50214835,Grey,5
Clock (2:00),80.57327299,8.365638902,Pink,2
Clock (2:00),80.7662323,79.89606568,Pink,2
Pentagon ,81.53042032,56.02536457,Yellow,5
Clock (2:00),81.56447532,83.79290723,Pink,2
banana,81.57794592,63.8949255,Orange,1
Clock (2:00),81.64370569,16.59175998,Pink,2
polygons (15 sides),81.7246168,6.037544846,Grey,5
banana,81.7949,60.2564,Yellow ,1
Clock (2:00),81.95047764,19.87455821,Pink,2
banana,82.03390848,62.68186979,Orange,1
polygons (15 sides),82.11055798,1.210551663,Grey,5
banana,82.1443116,33.19522187,Orange,1
Pentagon ,82.54023959,56.54105229,Yellow,5
Clock (2:00),82.67011248,81.71147985,Pink,2
banana,83.3333,55.2564,Yellow ,1
banana,83.84465351,58.61606023,Orange,1
Clock (2:00),84.10287943,8.98065579,Pink,2
banana,84.28682499,57.25616809,Orange,1
polygons (11 sides),84.40595283,50.49486589,Grey,22
banana,84.42478583,38.76141016,Orange,1
Clock (2:00),84.61021978,14.2477619,Pink,2
banana,84.6267242,39.48707751,Orange,1
banana,84.79427788,55.56865037,Orange,1
Clock (2:00),84.84824409,95.42480453,Pink,2
banana,85.1282,51.4103,Yellow ,1
banana,85.16168219,65.51240471,Blue,1
banana,85.18014328,53.78167666,Orange,1
banana,85.3449645,52.88641987,Orange,1
Clock (2:00),85.4461864,83.07829384,Pink,2
banana,85.57098508,44.56009644,Orange,1
banana,85.60449902,50.76233791,Orange,1
banana,85.62248671,45.02416586,Orange,1
banana,85.66476066,45.54275277,Orange,1
banana,86.4103,47.5641,Yellow ,1
Pentagon ,86.43589719,59.79276181,Yellow,5
banana,86.50439056,34.89402529,Blue,1
polygons (11 sides),87.69846429,50.48993653,Grey,22
banana,87.9487,46.0256,Yellow ,1
polygons (11 sides),88.66266381,50.45532602,Grey,22
banana,89.4872,42.5641,Yellow ,1
Clock (3:00),89.48884125,40.62509122,Grey,3000
Clock (3:00),89.49024625,48.89079655,Grey,3000
Clock (3:00),89.49420056,62.23432697,Grey,3000
Clock (3:00),89.49752966,33.90137267,Grey,3000
Clock (3:00),89.49778562,46.62990667,Grey,3000
Clock (3:00),89.50012405,53.21633062,Grey,3000
Clock (3:00),89.50018047,31.97891744,Grey,3000
Clock (3:00),89.50105265,43.3473437,Grey,3000
Clock (3:00),89.50162353,45.81517919,Grey,3000
Clock (3:00),89.50485113,48.42340816,Grey,3000
polygons (11 sides),91.11208542,50.48938939,Grey,22
banana,91.2821,41.5385,Yellow ,1
polygons (15 sides),91.63996144,79.40660306,Grey,5
banana,91.78253274,34.38429465,Blue,1
banana,91.80835257,34.96559448,Blue,1
banana,91.88744859,34.76925386,Blue,1
banana,92.24789883,28.07075149,Blue,1
banana,92.24840166,32.37715443,Blue,1
banana,93.3333,39.8718,Yellow ,1
polygons (11 sides),95.06527484,30.50040287,Grey,22
polygons (11 sides),95.24923396,30.45945421,Grey,22
banana,95.3846,36.7949,Yellow ,1
banana,96.08051937,28.0536005,Blue,1
banana,98.2051,33.718,Yellow ,1
polygons (11 sides),98.28812327,30.60391937,Grey,22
